tenure_months,tenure_years,tenure_bucket,tenure_quartile,monthly_charges,total_charges,avg_monthly_spend,charge_per_service,estimated_clv,monthly_charge_quartile,total_services,service_diversity,premium_service_count,risk_score,risk_factors_count,tenure_contract_interaction,gender_male,is_senior,has_partner,has_dependents,has_family,senior_alone,phone_service_flag,multiple_lines_flag,has_internet,internet_fiber,internet_dsl,online_security_flag,online_backup_flag,device_protection_flag,tech_support_flag,streaming_tv_flag,streaming_movies_flag,has_security_bundle,has_support_bundle,has_streaming_bundle,contract_length,is_month_to_month,has_long_contract,payment_electronic_check,payment_mailed_check,payment_bank_transfer,payment_credit_card,has_auto_payment,paperless_billing_flag,is_new_customer,is_established,is_loyal,is_high_value,spending_trend,risk_mtm,risk_new,risk_echeck,risk_no_support,risk_high_charge,risk_fiber,high_risk_flag,new_high_value,mtm_high_value,senior_mtm,fiber_no_support,churn,customer_id
40,3.3333333333333335,4,3,19.65,830.25,20.75625,19.65,1066.05,1,1,0.1111111111111111,0,1,1,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0362-RAOQO
30,2.5,4,3,54.45,1588.7,52.95666666666667,13.6125,2242.1000000000004,2,4,0.4444444444444444,1,3,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,9554-DFKIC
11,0.9166666666666666,2,2,70.5,829.3,75.39090909090909,14.1,1675.3,3,5,0.5555555555555556,3,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5527-ACHSO
15,1.25,3,2,20.1,302.45,20.163333333333334,20.1,543.65,1,1,0.1111111111111111,0,1,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0829-DDVLK
11,0.9166666666666666,2,2,69.35,712.25,64.75,13.87,1544.4499999999998,2,5,0.5555555555555556,3,5,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,1399-UBQIU
64,5.333333333333333,5,4,19.8,1336.65,20.88515625,19.8,1574.25,1,1,0.1111111111111111,0,1,1,64,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1813-JLKWR
72,6.0,5,4,74.4,5360.75,74.45486111111111,10.62857142857143,6253.55,3,7,0.7777777777777778,5,0,0,144,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,2,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0336-PIKEI
72,6.0,5,4,93.05,6735.05,93.54236111111112,13.292857142857143,7851.65,4,7,0.7777777777777778,4,1,1,144,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,2,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7322-OCWHC
1,0.08333333333333333,1,1,51.2,51.2,51.2,17.066666666666666,665.6000000000001,2,3,0.3333333333333333,1,5,2,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,9537-VHDTA
15,1.25,3,2,65.6,1010.0,67.33333333333333,10.933333333333332,1797.1999999999998,2,6,0.6666666666666666,4,0,0,15,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4957-TIALW
60,5.0,5,4,80.55,4847.05,80.78416666666666,11.507142857142856,5813.65,3,7,0.7777777777777778,4,0,0,60,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2054-PJOCK
56,4.666666666666667,5,4,52.7,3019.7,53.92321428571428,13.175,3652.1,2,4,0.4444444444444444,2,0,0,56,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9150-HEPMB
8,0.6666666666666666,2,1,20.85,161.65,20.20625,20.85,411.85,1,1,0.1111111111111111,0,1,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,9030-QGZNL
3,0.25,1,1,80.1,217.55,72.51666666666667,20.025,1178.75,3,4,0.4444444444444444,2,6,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,-1,1,1,0,0,0,1,1,1,1,0,0,1,6204-IEUXJ
49,4.083333333333333,5,3,52.15,2583.75,52.72959183673469,17.383333333333333,3209.55,2,3,0.3333333333333333,0,4,2,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3126-WQMGH
2,0.16666666666666666,1,1,80.2,146.05,73.025,26.733333333333334,1108.45,3,3,0.3333333333333333,1,10,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,4529-CKBCL
6,0.5,1,1,98.15,567.45,94.575,14.021428571428572,1745.2500000000002,4,7,0.7777777777777778,5,6,3,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,-1,1,1,0,0,0,1,1,1,1,0,0,1,2506-CLAKW
70,5.833333333333333,5,4,114.95,7711.25,110.16071428571429,12.772222222222222,9090.65,4,9,1.0,6,1,1,140,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,7176-WRTNX
12,1.0,2,2,112.95,1384.75,115.39583333333333,14.11875,2740.15,4,8,0.8888888888888888,5,4,2,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1583-IHQZE
52,4.333333333333333,5,3,104.45,5481.25,105.40865384615384,14.921428571428573,6734.65,4,7,0.7777777777777778,5,1,1,52,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5732-IKGQH
72,6.0,5,4,113.65,8124.2,112.83611111111111,12.627777777777778,9488.0,4,9,1.0,6,1,1,144,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,9239-GZHZE
40,3.3333333333333335,4,3,20.6,827.3,20.682499999999997,20.6,1074.5,1,1,0.1111111111111111,0,1,1,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7205-BAIAD
1,0.08333333333333333,1,1,70.9,70.9,70.9,35.45,921.7,3,2,0.2222222222222222,0,8,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0151-ONTOV
3,0.25,1,1,86.85,220.95,73.64999999999999,21.7125,1263.1499999999999,3,4,0.4444444444444444,2,8,4,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,-1,1,1,1,0,0,1,1,1,1,1,0,1,4140-MUHUG
40,3.3333333333333335,4,3,91.55,3673.6,91.84,22.8875,4772.2,4,4,0.4444444444444444,2,7,4,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0093-EXYQL
1,0.08333333333333333,1,1,49.85,49.85,49.85,16.616666666666667,648.0500000000001,2,3,0.3333333333333333,1,7,3,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,8064-RAVOH
30,2.5,4,3,19.8,576.65,19.221666666666668,19.8,814.25,1,1,0.1111111111111111,0,1,1,30,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0219-QAERP
23,1.9166666666666667,3,2,99.85,2331.3,101.3608695652174,16.641666666666666,3529.5,4,6,0.6666666666666666,4,6,3,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0320-JDNQG
1,0.08333333333333333,1,1,74.5,74.5,74.5,24.833333333333332,968.5,3,3,0.3333333333333333,0,9,5,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,7180-PISOG
44,3.6666666666666665,4,3,104.15,4495.65,102.17386363636363,14.87857142857143,5745.45,4,7,0.7777777777777778,4,6,3,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,1,1,0,1,1,0,0,9168-INPSZ
65,5.416666666666667,5,4,109.15,6941.2,106.78769230769231,13.64375,8251.0,4,8,0.8888888888888888,5,6,3,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,-1,1,0,1,0,0,1,1,0,1,0,0,1,3571-RFHAR
7,0.5833333333333334,2,1,48.2,340.35,48.621428571428574,16.066666666666666,918.7500000000001,2,3,0.3333333333333333,1,5,2,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0015-UOCOJ
72,6.0,5,4,25.1,1789.9,24.859722222222224,12.55,2091.1000000000004,1,2,0.2222222222222222,0,1,1,144,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,5334-AFQJB
8,0.6666666666666666,2,1,100.15,908.55,113.56875,16.691666666666666,2110.3500000000004,4,6,0.6666666666666666,3,4,2,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,2754-SDJRD
16,1.3333333333333333,3,2,65.2,1043.35,65.209375,13.040000000000001,1825.75,2,5,0.5555555555555556,2,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9578-VRMNM
66,5.5,5,4,99.5,6822.15,103.36590909090908,16.583333333333332,8016.15,4,6,0.6666666666666666,3,4,2,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1587-FKLZB
1,0.08333333333333333,1,1,71.55,71.55,71.55,35.775,930.1499999999999,3,2,0.2222222222222222,0,8,5,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,6140-QNRQQ
3,0.25,1,1,55.9,157.55,52.51666666666667,13.975,828.3499999999999,2,4,0.4444444444444444,2,5,2,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,8963-JLGJT
53,4.416666666666667,5,3,93.9,5029.2,94.89056603773585,15.65,6156.0,4,6,0.6666666666666666,3,6,3,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,4307-KTUMW
8,0.6666666666666666,2,1,64.4,581.7,72.7125,12.88,1354.5,2,5,0.5555555555555556,3,3,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1465-LNTLJ
69,5.75,5,4,108.4,7318.2,106.06086956521739,13.55,8619.0,4,8,0.8888888888888888,5,1,1,138,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,5440-FLBQG
5,0.4166666666666667,1,1,85.3,420.45,84.09,21.325,1444.05,3,4,0.4444444444444444,2,6,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,-1,1,1,0,0,0,1,1,1,1,0,1,0,2135-DQWAQ
72,6.0,5,4,107.45,7576.7,105.23194444444444,13.43125,8866.1,4,8,0.8888888888888888,5,1,1,144,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,4056-QHXHZ
13,1.0833333333333333,3,2,48.75,633.4,48.723076923076924,12.1875,1218.4,2,4,0.4444444444444444,3,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,7470-MCQTK
4,0.3333333333333333,1,1,85.65,321.65,80.4125,21.4125,1349.4500000000003,3,4,0.4444444444444444,1,9,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,7488-MXJIV
54,4.5,5,3,91.3,4965.0,91.94444444444444,10.144444444444444,6060.6,4,9,1.0,6,0,0,108,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7401-JIXNM
72,6.0,5,4,85.95,6151.9,85.44305555555555,10.74375,7183.299999999999,3,8,0.8888888888888888,5,0,0,144,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,1,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,9339-FIIJL
12,1.0,2,2,106.7,1253.9,104.49166666666667,15.242857142857144,2534.3,4,7,0.7777777777777778,4,6,3,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,-1,1,0,1,0,0,1,1,0,1,0,0,1,2027-FECZV
1,0.08333333333333333,1,1,25.15,25.15,25.15,25.15,326.94999999999993,1,1,0.1111111111111111,0,9,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,2672-DZUOY
1,0.08333333333333333,1,1,45.2,45.2,45.2,22.6,587.6000000000001,2,2,0.2222222222222222,0,8,4,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,4706-DGAHW
54,4.5,5,3,110.35,5893.15,109.1324074074074,13.79375,7217.349999999999,4,8,0.8888888888888888,5,3,2,54,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,-1,0,0,1,0,0,1,0,0,0,0,0,1,3870-MQAMG
69,5.75,5,4,79.2,5420.65,78.56014492753623,19.8,6371.049999999999,3,4,0.4444444444444444,1,1,1,138,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,6670-MFRPK
48,4.0,4,3,55.5,2627.35,54.73645833333333,13.875,3293.35,2,4,0.4444444444444444,2,0,0,96,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,6177-PEVRA
48,4.0,4,3,103.25,5037.55,104.94895833333334,14.75,6276.55,4,7,0.7777777777777778,4,1,1,48,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,4800-CZMPC
8,0.6666666666666666,2,1,90.25,743.75,92.96875,18.05,1826.75,4,5,0.5555555555555556,2,6,3,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,4813-HQMGZ
71,5.916666666666667,5,4,91.25,6589.6,92.8112676056338,10.13888888888889,7684.6,4,9,1.0,6,0,0,142,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7579-KKLOE
2,0.16666666666666666,1,1,47.8,92.45,46.225,15.933333333333332,666.05,2,3,0.3333333333333333,1,7,3,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,-1,1,1,1,0,0,0,1,0,0,0,0,1,7377-DMMRI
67,5.583333333333333,5,4,100.9,6733.15,100.49477611940299,16.816666666666666,7943.95,4,6,0.6666666666666666,4,1,1,67,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,8402-EIVQS
34,2.8333333333333335,4,3,97.7,3410.0,100.29411764705883,16.283333333333335,4582.4,4,6,0.6666666666666666,3,4,2,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,4947-DSMXK
3,0.25,1,1,69.85,199.85,66.61666666666666,34.925,1038.05,2,2,0.2222222222222222,0,10,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,-1,1,1,1,1,1,1,1,0,0,0,1,0,7245-NIIWQ
9,0.75,2,2,65.6,593.3,65.92222222222222,13.12,1380.5,2,5,0.5555555555555556,3,0,0,9,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0002-ORFBO
71,5.916666666666667,5,4,104.65,7288.4,102.65352112676055,14.950000000000001,8544.2,4,7,0.7777777777777778,5,1,1,71,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,3324-OIRTO
1,0.08333333333333333,1,1,55.45,55.45,55.45,18.483333333333334,720.8500000000001,2,3,0.3333333333333333,1,8,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,9822-OAOVB
57,4.75,5,4,90.45,5229.8,91.75087719298246,18.09,6315.200000000001,4,5,0.5555555555555556,2,1,1,114,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5414-OFQCB
72,6.0,5,4,63.7,4464.8,62.01111111111111,9.1,5229.200000000001,2,7,0.7777777777777778,6,0,0,144,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4967-WPNCF
48,4.0,4,3,104.5,5068.05,105.58437500000001,14.928571428571429,6322.05,4,7,0.7777777777777778,5,6,3,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,8552-OBVRU
18,1.5,3,2,20.1,401.85,22.325000000000003,20.1,643.0500000000001,1,1,0.1111111111111111,0,1,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8499-BRXTD
43,3.5833333333333335,4,3,104.3,4451.85,103.53139534883722,14.9,5703.450000000001,4,7,0.7777777777777778,4,1,1,43,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,9154-QDGTH
72,6.0,5,4,93.25,6688.95,92.90208333333334,10.36111111111111,7807.95,4,9,1.0,6,0,0,144,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,8197-BFWVU
35,2.9166666666666665,4,3,73.45,2661.1,76.03142857142856,12.241666666666667,3542.5,3,6,0.6666666666666666,3,0,0,35,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2577-GVSIL
4,0.3333333333333333,1,1,20.7,73.05,18.2625,20.7,321.45,1,1,0.1111111111111111,0,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,9367-OIUXP
49,4.083333333333333,5,3,25.25,1211.65,24.727551020408164,12.625,1514.65,1,2,0.2222222222222222,0,1,1,98,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,6770-UAYGJ
71,5.916666666666667,5,4,100.5,7030.65,99.02323943661972,14.357142857142858,8236.65,4,7,0.7777777777777778,4,1,1,142,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,2,0,1,0,0,1,0,1,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,6463-HHXJR
11,0.9166666666666666,2,2,90.6,1020.2,92.74545454545455,22.65,2107.3999999999996,4,4,0.4444444444444444,2,7,4,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,7928-VJYAB
63,5.25,5,4,89.4,5597.65,88.8515873015873,9.933333333333334,6670.45,3,9,1.0,6,0,0,126,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1187-WILMM
65,5.416666666666667,5,4,95.45,6223.3,95.74307692307693,15.908333333333333,7368.700000000001,4,6,0.6666666666666666,3,4,2,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,9776-OJUZI
49,4.083333333333333,5,3,20.45,1024.65,20.91122448979592,20.45,1270.0500000000002,1,1,0.1111111111111111,0,1,1,98,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1306-RPWXZ
29,2.4166666666666665,4,2,98.6,2933.2,101.14482758620689,16.433333333333334,4116.4,4,6,0.6666666666666666,3,4,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,8949-JTMAY
15,1.25,3,2,83.05,1258.3,83.88666666666667,16.61,2254.8999999999996,3,5,0.5555555555555556,2,6,3,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,2774-LVQUS
4,0.3333333333333333,1,1,19.95,82.9,20.725,19.95,322.29999999999995,1,1,0.1111111111111111,0,8,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,3097-PYWXL
72,6.0,5,4,109.15,7789.6,108.1888888888889,13.64375,9099.400000000001,4,8,0.8888888888888888,5,1,1,72,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,2266-SJNAT
26,2.1666666666666665,4,2,85.7,2067.0,79.5,21.425,3095.4,3,4,0.4444444444444444,2,4,2,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,-1,1,0,0,0,0,1,0,0,1,1,0,0,0869-PAPRP
35,2.9166666666666665,4,3,102.05,3452.55,98.64428571428572,17.008333333333333,4677.15,4,6,0.6666666666666666,3,4,2,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-1,1,0,0,0,0,1,0,0,1,1,0,0,4238-JSSWH
